START 0 0 -14.24 0. 0. 0. 0 9.17 0 0.109051 0. 0.15 0 2.564 0 0.390016 0. 0. 0.
D1 0 0 -13.99 0. 0. 0. 0 9.176 -0.027 0.109059 0. 0.15 0 2.589 -0.097 0.389884 0. 0. 0.
D1 0 0 -13.74 0. 0. 0. 0 9.197 -0.055 0.10906 0. 0.15 0 2.662 -0.195 0.389942 0. 0. 0.
D1 0 0 -13.49 0. 0. 0. 0 9.231 -0.082 0.109059 0. 0.15 0 2.784 -0.292 0.389822 0. 0. 0.
D1 0 0 -13.24 0. 0. 0. 0 9.279 -0.109 0.109051 0. 0.15 0 2.954 -0.39 0.390014 0. 0. 0.
D1 0 0 -12.99 0. 0. 0. 0 9.34 -0.136 0.109047 0. 0.15 0 3.174 -0.487 0.389782 0. 0. 0.
D1 0 0 -12.74 0. 0. 0. 0 9.415 -0.164 0.10907 0. 0.15 0 3.442 -0.585 0.389955 0. 0. 0.
D1 0 0 -12.49 0. 0. 0. 0 9.504 -0.191 0.109057 0. 0.15 0 3.759 -0.682 0.389764 0. 0. 0.
D1 0 0 -12.24 0. 0. 0. 0 9.606 -0.218 0.109049 0. 0.15 0 4.124 -0.78 0.39001 0. 0. 0.
D1 0 0 -11.99 0. 0. 0. 0 9.722 -0.245 0.109034 0. 0.15 0 4.538 -0.877 0.389848 0. 0. 0.
D1B 0 0 -11.633 0. 0. 0. 0 9.911 -0.284 0.109036 0. 0.15 0 5.215 -1.017 0.390084 0. 0. 0.
Q1 0 0 -11.453 0. 0. 0. 0 9.393 3.101 1.13022 0. 0.145 -0.053 5.95 -3.153 1.83889 0. 0. 0.
D2 0 0 -10.919 0. 0. 0. 0 6.403 2.498 1.13072 0. 0.117 -0.053 9.841 -4.135 1.83906 0. 0. 0.
Q2 0 0 -10.739 0. 0. 0. 0 5.279 3.652 2.71587 0. 0.105 -0.081 11.893 -7.435 4.73213 0. 0. 0.
D3 0 0 -10.427 0. 0. 0. 0 3.264 2.805 2.71692 0. 0.08 -0.081 16.993 -8.912 4.73276 0. 0. 0.
HCI 0 0 -10.302 0. 0. 0. 0 2.634 2.305 2.39674 0. 0.071 -0.059 19.111 -8.282 3.64144 0. 0. 0.
